doctor_id,drug_name,prescribed,age,gender,specialty_x,years_experience,location,hospital_affiliation,num_patients_per_day,prescription_volume,attended_drug_seminar,received_sample,drug_price_sensitivity,trust_in_pharma,brand_name,generic_drug_name,manufacturer,drug_type,average_cost_eur,efficacy_rating,side_effect_score,marketing_push,specialty_y
DOC0205,Drug_J,No,65,Male,Neurologist,34,Suburban,Yes,26,130,No,Yes,2,1,Celebrex,Celecoxib,Pfizer,Analgesic,18.5,4.0,0.25,High,general therapeutics
DOC0206,Drug_A,No,48,Male,General Physician,35,Urban,Yes,28,236,No,Yes,3,3,Advil,Ibuprofen,Pfizer,Analgesic,5.5,3.0,0.3,High,general therapeutics
DOC0206,Drug_B,Yes,48,Male,General Physician,35,Urban,Yes,28,236,No,Yes,3,3,Zoloft,Sertraline,Pfizer,Antidepressant,15.0,4.0,0.25,High,general therapeutics
DOC0206,Drug_C,No,48,Male,General Physician,35,Urban,Yes,28,236,No,Yes,3,3,Norvasc,Amlodipine,Pfizer,Antihypertensive,8.2,5.0,0.15,Medium,general therapeutics
DOC0206,Drug_D,No,48,Male,General Physician,35,Urban,Yes,28,236,No,Yes,3,3,Wellbutrin,Bupropion,GlaxoSmithKline (GSK),Antidepressant,28.0,3.5,0.6,Medium,general therapeutics
DOC0206,Drug_E,No,48,Male,General Physician,35,Urban,Yes,28,236,No,Yes,3,3,Aleve,Naproxen,Bayer,Analgesic,4.0,3.0,0.2,High,general therapeutics
DOC0206,Drug_F,No,48,Male,General Physician,35,Urban,Yes,28,236,No,Yes,3,3,Tenormin,Atenolol,AstraZeneca,Antihypertensive,6.0,3.0,0.4,Low,general therapeutics
DOC0206,Drug_G,No,48,Male,General Physician,35,Urban,Yes,28,236,No,Yes,3,3,Cozaar,Losartan,Merck & Co.,Antihypertensive,9.5,4.0,0.2,High,general therapeutics
DOC0206,Drug_H,No,48,Male,General Physician,35,Urban,Yes,28,236,No,Yes,3,3,Catapres,Clonidine,Boehringer Ingelheim,Antihypertensive,7.0,2.5,0.5,Low,general therapeutics
DOC0206,Drug_I,No,48,Male,General Physician,35,Urban,Yes,28,236,No,Yes,3,3,Cymbalta,Duloxetine,Eli Lilly and Company,Antidepressant,19.0,4.0,0.7,High,general therapeutics
DOC0206,Drug_J,No,48,Male,General Physician,35,Urban,Yes,28,236,No,Yes,3,3,Celebrex,Celecoxib,Pfizer,Analgesic,18.5,4.0,0.25,High,general therapeutics
DOC0207,Drug_A,No,55,Female,General Physician,25,Suburban,No,35,133,Yes,No,5,1,Advil,Ibuprofen,Pfizer,Analgesic,5.5,3.0,0.3,High,general therapeutics
DOC0207,Drug_B,Yes,55,Female,General Physician,25,Suburban,No,35,133,Yes,No,5,1,Zoloft,Sertraline,Pfizer,Antidepressant,15.0,4.0,0.25,High,general therapeutics
DOC0207,Drug_C,Yes,55,Female,General Physician,25,Suburban,No,35,133,Yes,No,5,1,Norvasc,Amlodipine,Pfizer,Antihypertensive,8.2,5.0,0.15,Medium,general therapeutics
DOC0207,Drug_D,No,55,Female,General Physician,25,Suburban,No,35,133,Yes,No,5,1,Wellbutrin,Bupropion,GlaxoSmithKline (GSK),Antidepressant,28.0,3.5,0.6,Medium,general therapeutics
DOC0207,Drug_E,Yes,55,Female,General Physician,25,Suburban,No,35,133,Yes,No,5,1,Aleve,Naproxen,Bayer,Analgesic,4.0,3.0,0.2,High,general therapeutics
DOC0207,Drug_F,No,55,Female,General Physician,25,Suburban,No,35,133,Yes,No,5,1,Tenormin,Atenolol,AstraZeneca,Antihypertensive,6.0,3.0,0.4,Low,general therapeutics
DOC0207,Drug_G,Yes,55,Female,General Physician,25,Suburban,No,35,133,Yes,No,5,1,Cozaar,Losartan,Merck & Co.,Antihypertensive,9.5,4.0,0.2,High,general therapeutics
DOC0207,Drug_H,Yes,55,Female,General Physician,25,Suburban,No,35,133,Yes,No,5,1,Catapres,Clonidine,Boehringer Ingelheim,Antihypertensive,7.0,2.5,0.5,Low,general therapeutics
DOC0207,Drug_I,No,55,Female,General Physician,25,Suburban,No,35,133,Yes,No,5,1,Cymbalta,Duloxetine,Eli Lilly and Company,Antidepressant,19.0,4.0,0.7,High,general therapeutics
DOC0207,Drug_J,Yes,55,Female,General Physician,25,Suburban,No,35,133,Yes,No,5,1,Celebrex,Celecoxib,Pfizer,Analgesic,18.5,4.0,0.25,High,general therapeutics
DOC0208,Drug_A,No,32,Other,Neurologist,24,Rural,Yes,41,137,No,No,3,1,Advil,Ibuprofen,Pfizer,Analgesic,5.5,3.0,0.3,High,general therapeutics
DOC0208,Drug_B,No,32,Other,Neurologist,24,Rural,Yes,41,137,No,No,3,1,Zoloft,Sertraline,Pfizer,Antidepressant,15.0,4.0,0.25,High,general therapeutics
DOC0208,Drug_C,No,32,Other,Neurologist,24,Rural,Yes,41,137,No,No,3,1,Norvasc,Amlodipine,Pfizer,Antihypertensive,8.2,5.0,0.15,Medium,general therapeutics
DOC0208,Drug_D,No,32,Other,Neurologist,24,Rural,Yes,41,137,No,No,3,1,Wellbutrin,Bupropion,GlaxoSmithKline (GSK),Antidepressant,28.0,3.5,0.6,Medium,general therapeutics
DOC0208,Drug_E,No,32,Other,Neurologist,24,Rural,Yes,41,137,No,No,3,1,Aleve,Naproxen,Bayer,Analgesic,4.0,3.0,0.2,High,general therapeutics
DOC0208,Drug_F,No,32,Other,Neurologist,24,Rural,Yes,41,137,No,No,3,1,Tenormin,Atenolol,AstraZeneca,Antihypertensive,6.0,3.0,0.4,Low,general therapeutics
DOC0208,Drug_G,No,32,Other,Neurologist,24,Rural,Yes,41,137,No,No,3,1,Cozaar,Losartan,Merck & Co.,Antihypertensive,9.5,4.0,0.2,High,general therapeutics
DOC0208,Drug_H,No,32,Other,Neurologist,24,Rural,Yes,41,137,No,No,3,1,Catapres,Clonidine,Boehringer Ingelheim,Antihypertensive,7.0,2.5,0.5,Low,general therapeutics
DOC0208,Drug_I,No,32,Other,Neurologist,24,Rural,Yes,41,137,No,No,3,1,Cymbalta,Duloxetine,Eli Lilly and Company,Antidepressant,19.0,4.0,0.7,High,general therapeutics
DOC0208,Drug_J,No,32,Other,Neurologist,24,Rural,Yes,41,137,No,No,3,1,Celebrex,Celecoxib,Pfizer,Analgesic,18.5,4.0,0.25,High,general therapeutics
DOC0209,Drug_A,No,48,Other,Pediatrician,12,Suburban,No,15,291,No,Yes,3,2,Advil,Ibuprofen,Pfizer,Analgesic,5.5,3.0,0.3,High,general therapeutics
DOC0209,Drug_B,No,48,Other,Pediatrician,12,Suburban,No,15,291,No,Yes,3,2,Zoloft,Sertraline,Pfizer,Antidepressant,15.0,4.0,0.25,High,general therapeutics
DOC0209,Drug_C,No,48,Other,Pediatrician,12,Suburban,No,15,291,No,Yes,3,2,Norvasc,Amlodipine,Pfizer,Antihypertensive,8.2,5.0,0.15,Medium,general therapeutics
DOC0209,Drug_D,No,48,Other,Pediatrician,12,Suburban,No,15,291,No,Yes,3,2,Wellbutrin,Bupropion,GlaxoSmithKline (GSK),Antidepressant,28.0,3.5,0.6,Medium,general therapeutics
DOC0209,Drug_E,No,48,Other,Pediatrician,12,Suburban,No,15,291,No,Yes,3,2,Aleve,Naproxen,Bayer,Analgesic,4.0,3.0,0.2,High,general therapeutics
DOC0209,Drug_F,No,48,Other,Pediatrician,12,Suburban,No,15,291,No,Yes,3,2,Tenormin,Atenolol,AstraZeneca,Antihypertensive,6.0,3.0,0.4,Low,general therapeutics
DOC0209,Drug_G,No,48,Other,Pediatrician,12,Suburban,No,15,291,No,Yes,3,2,Cozaar,Losartan,Merck & Co.,Antihypertensive,9.5,4.0,0.2,High,general therapeutics
DOC0209,Drug_H,No,48,Other,Pediatrician,12,Suburban,No,15,291,No,Yes,3,2,Catapres,Clonidine,Boehringer Ingelheim,Antihypertensive,7.0,2.5,0.5,Low,general therapeutics
DOC0209,Drug_I,No,48,Other,Pediatrician,12,Suburban,No,15,291,No,Yes,3,2,Cymbalta,Duloxetine,Eli Lilly and Company,Antidepressant,19.0,4.0,0.7,High,general therapeutics
DOC0209,Drug_J,No,48,Other,Pediatrician,12,Suburban,No,15,291,No,Yes,3,2,Celebrex,Celecoxib,Pfizer,Analgesic,18.5,4.0,0.25,High,general therapeutics
DOC0210,Drug_A,No,49,Female,General Physician,18,Suburban,Yes,45,135,No,No,5,3,Advil,Ibuprofen,Pfizer,Analgesic,5.5,3.0,0.3,High,general therapeutics
DOC0210,Drug_B,Yes,49,Female,General Physician,18,Suburban,Yes,45,135,No,No,5,3,Zoloft,Sertraline,Pfizer,Antidepressant,15.0,4.0,0.25,High,general therapeutics
DOC0210,Drug_C,Yes,49,Female,General Physician,18,Suburban,Yes,45,135,No,No,5,3,Norvasc,Amlodipine,Pfizer,Antihypertensive,8.2,5.0,0.15,Medium,general therapeutics
DOC0210,Drug_D,No,49,Female,General Physician,18,Suburban,Yes,45,135,No,No,5,3,Wellbutrin,Bupropion,GlaxoSmithKline (GSK),Antidepressant,28.0,3.5,0.6,Medium,general therapeutics
DOC0210,Drug_E,Yes,49,Female,General Physician,18,Suburban,Yes,45,135,No,No,5,3,Aleve,Naproxen,Bayer,Analgesic,4.0,3.0,0.2,High,general therapeutics
DOC0210,Drug_F,No,49,Female,General Physician,18,Suburban,Yes,45,135,No,No,5,3,Tenormin,Atenolol,AstraZeneca,Antihypertensive,6.0,3.0,0.4,Low,general therapeutics
DOC0210,Drug_G,Yes,49,Female,General Physician,18,Suburban,Yes,45,135,No,No,5,3,Cozaar,Losartan,Merck & Co.,Antihypertensive,9.5,4.0,0.2,High,general therapeutics
DOC0210,Drug_H,No,49,Female,General Physician,18,Suburban,Yes,45,135,No,No,5,3,Catapres,Clonidine,Boehringer Ingelheim,Antihypertensive,7.0,2.5,0.5,Low,general therapeutics
DOC0210,Drug_I,No,49,Female,General Physician,18,Suburban,Yes,45,135,No,No,5,3,Cymbalta,Duloxetine,Eli Lilly and Company,Antidepressant,19.0,4.0,0.7,High,general therapeutics
DOC0210,Drug_J,Yes,49,Female,General Physician,18,Suburban,Yes,45,135,No,No,5,3,Celebrex,Celecoxib,Pfizer,Analgesic,18.5,4.0,0.25,High,general therapeutics
DOC0211,Drug_A,No,61,Female,Dermatologist,15,Suburban,Yes,47,142,No,No,4,1,Advil,Ibuprofen,Pfizer,Analgesic,5.5,3.0,0.3,High,general therapeutics
DOC0211,Drug_B,No,61,Female,Dermatologist,15,Suburban,Yes,47,142,No,No,4,1,Zoloft,Sertraline,Pfizer,Antidepressant,15.0,4.0,0.25,High,general therapeutics
DOC0211,Drug_C,Yes,61,Female,Dermatologist,15,Suburban,Yes,47,142,No,No,4,1,Norvasc,Amlodipine,Pfizer,Antihypertensive,8.2,5.0,0.15,Medium,general therapeutics
DOC0211,Drug_D,No,61,Female,Dermatologist,15,Suburban,Yes,47,142,No,No,4,1,Wellbutrin,Bupropion,GlaxoSmithKline (GSK),Antidepressant,28.0,3.5,0.6,Medium,general therapeutics
DOC0211,Drug_E,No,61,Female,Dermatologist,15,Suburban,Yes,47,142,No,No,4,1,Aleve,Naproxen,Bayer,Analgesic,4.0,3.0,0.2,High,general therapeutics
DOC0211,Drug_F,No,61,Female,Dermatologist,15,Suburban,Yes,47,142,No,No,4,1,Tenormin,Atenolol,AstraZeneca,Antihypertensive,6.0,3.0,0.4,Low,general therapeutics
DOC0211,Drug_G,No,61,Female,Dermatologist,15,Suburban,Yes,47,142,No,No,4,1,Cozaar,Losartan,Merck & Co.,Antihypertensive,9.5,4.0,0.2,High,general therapeutics
DOC0211,Drug_H,No,61,Female,Dermatologist,15,Suburban,Yes,47,142,No,No,4,1,Catapres,Clonidine,Boehringer Ingelheim,Antihypertensive,7.0,2.5,0.5,Low,general therapeutics
DOC0211,Drug_I,No,61,Female,Dermatologist,15,Suburban,Yes,47,142,No,No,4,1,Cymbalta,Duloxetine,Eli Lilly and Company,Antidepressant,19.0,4.0,0.7,High,general therapeutics
DOC0211,Drug_J,No,61,Female,Dermatologist,15,Suburban,Yes,47,142,No,No,4,1,Celebrex,Celecoxib,Pfizer,Analgesic,18.5,4.0,0.25,High,general therapeutics
DOC0212,Drug_A,No,36,Female,Cardiologist,16,Rural,Yes,20,135,No,No,5,2,Advil,Ibuprofen,Pfizer,Analgesic,5.5,3.0,0.3,High,general therapeutics
DOC0212,Drug_B,No,36,Female,Cardiologist,16,Rural,Yes,20,135,No,No,5,2,Zoloft,Sertraline,Pfizer,Antidepressant,15.0,4.0,0.25,High,general therapeutics
DOC0212,Drug_C,Yes,36,Female,Cardiologist,16,Rural,Yes,20,135,No,No,5,2,Norvasc,Amlodipine,Pfizer,Antihypertensive,8.2,5.0,0.15,Medium,general therapeutics
DOC0212,Drug_D,No,36,Female,Cardiologist,16,Rural,Yes,20,135,No,No,5,2,Wellbutrin,Bupropion,GlaxoSmithKline (GSK),Antidepressant,28.0,3.5,0.6,Medium,general therapeutics
DOC0212,Drug_E,No,36,Female,Cardiologist,16,Rural,Yes,20,135,No,No,5,2,Aleve,Naproxen,Bayer,Analgesic,4.0,3.0,0.2,High,general therapeutics
DOC0212,Drug_F,No,36,Female,Cardiologist,16,Rural,Yes,20,135,No,No,5,2,Tenormin,Atenolol,AstraZeneca,Antihypertensive,6.0,3.0,0.4,Low,general therapeutics
DOC0212,Drug_G,No,36,Female,Cardiologist,16,Rural,Yes,20,135,No,No,5,2,Cozaar,Losartan,Merck & Co.,Antihypertensive,9.5,4.0,0.2,High,general therapeutics
DOC0212,Drug_H,No,36,Female,Cardiologist,16,Rural,Yes,20,135,No,No,5,2,Catapres,Clonidine,Boehringer Ingelheim,Antihypertensive,7.0,2.5,0.5,Low,general therapeutics
DOC0212,Drug_I,No,36,Female,Cardiologist,16,Rural,Yes,20,135,No,No,5,2,Cymbalta,Duloxetine,Eli Lilly and Company,Antidepressant,19.0,4.0,0.7,High,general therapeutics
DOC0212,Drug_J,No,36,Female,Cardiologist,16,Rural,Yes,20,135,No,No,5,2,Celebrex,Celecoxib,Pfizer,Analgesic,18.5,4.0,0.25,High,general therapeutics
DOC0213,Drug_A,No,62,Female,Dermatologist,27,Suburban,No,42,93,No,Yes,3,4,Advil,Ibuprofen,Pfizer,Analgesic,5.5,3.0,0.3,High,general therapeutics
DOC0213,Drug_B,Yes,62,Female,Dermatologist,27,Suburban,No,42,93,No,Yes,3,4,Zoloft,Sertraline,Pfizer,Antidepressant,15.0,4.0,0.25,High,general therapeutics
DOC0213,Drug_C,No,62,Female,Dermatologist,27,Suburban,No,42,93,No,Yes,3,4,Norvasc,Amlodipine,Pfizer,Antihypertensive,8.2,5.0,0.15,Medium,general therapeutics
DOC0213,Drug_D,No,62,Female,Dermatologist,27,Suburban,No,42,93,No,Yes,3,4,Wellbutrin,Bupropion,GlaxoSmithKline (GSK),Antidepressant,28.0,3.5,0.6,Medium,general therapeutics
DOC0213,Drug_E,No,62,Female,Dermatologist,27,Suburban,No,42,93,No,Yes,3,4,Aleve,Naproxen,Bayer,Analgesic,4.0,3.0,0.2,High,general therapeutics
DOC0213,Drug_F,No,62,Female,Dermatologist,27,Suburban,No,42,93,No,Yes,3,4,Tenormin,Atenolol,AstraZeneca,Antihypertensive,6.0,3.0,0.4,Low,general therapeutics
DOC0213,Drug_G,No,62,Female,Dermatologist,27,Suburban,No,42,93,No,Yes,3,4,Cozaar,Losartan,Merck & Co.,Antihypertensive,9.5,4.0,0.2,High,general therapeutics
DOC0213,Drug_H,No,62,Female,Dermatologist,27,Suburban,No,42,93,No,Yes,3,4,Catapres,Clonidine,Boehringer Ingelheim,Antihypertensive,7.0,2.5,0.5,Low,general therapeutics
DOC0213,Drug_I,No,62,Female,Dermatologist,27,Suburban,No,42,93,No,Yes,3,4,Cymbalta,Duloxetine,Eli Lilly and Company,Antidepressant,19.0,4.0,0.7,High,general therapeutics
DOC0213,Drug_J,No,62,Female,Dermatologist,27,Suburban,No,42,93,No,Yes,3,4,Celebrex,Celecoxib,Pfizer,Analgesic,18.5,4.0,0.25,High,general therapeutics
DOC0214,Drug_A,No,69,Female,General Physician,8,Suburban,No,33,186,No,Yes,4,2,Advil,Ibuprofen,Pfizer,Analgesic,5.5,3.0,0.3,High,general therapeutics
DOC0214,Drug_B,No,69,Female,General Physician,8,Suburban,No,33,186,No,Yes,4,2,Zoloft,Sertraline,Pfizer,Antidepressant,15.0,4.0,0.25,High,general therapeutics
DOC0214,Drug_C,Yes,69,Female,General Physician,8,Suburban,No,33,186,No,Yes,4,2,Norvasc,Amlodipine,Pfizer,Antihypertensive,8.2,5.0,0.15,Medium,general therapeutics
DOC0214,Drug_D,No,69,Female,General Physician,8,Suburban,No,33,186,No,Yes,4,2,Wellbutrin,Bupropion,GlaxoSmithKline (GSK),Antidepressant,28.0,3.5,0.6,Medium,general therapeutics
DOC0214,Drug_E,No,69,Female,General Physician,8,Suburban,No,33,186,No,Yes,4,2,Aleve,Naproxen,Bayer,Analgesic,4.0,3.0,0.2,High,general therapeutics
DOC0214,Drug_F,No,69,Female,General Physician,8,Suburban,No,33,186,No,Yes,4,2,Tenormin,Atenolol,AstraZeneca,Antihypertensive,6.0,3.0,0.4,Low,general therapeutics
DOC0214,Drug_G,No,69,Female,General Physician,8,Suburban,No,33,186,No,Yes,4,2,Cozaar,Losartan,Merck & Co.,Antihypertensive,9.5,4.0,0.2,High,general therapeutics
DOC0214,Drug_H,No,69,Female,General Physician,8,Suburban,No,33,186,No,Yes,4,2,Catapres,Clonidine,Boehringer Ingelheim,Antihypertensive,7.0,2.5,0.5,Low,general therapeutics
DOC0214,Drug_I,No,69,Female,General Physician,8,Suburban,No,33,186,No,Yes,4,2,Cymbalta,Duloxetine,Eli Lilly and Company,Antidepressant,19.0,4.0,0.7,High,general therapeutics
DOC0214,Drug_J,No,69,Female,General Physician,8,Suburban,No,33,186,No,Yes,4,2,Celebrex,Celecoxib,Pfizer,Analgesic,18.5,4.0,0.25,High,general therapeutics
DOC0215,Drug_A,No,68,Other,Orthopedic,25,Urban,Yes,32,214,No,No,1,2,Advil,Ibuprofen,Pfizer,Analgesic,5.5,3.0,0.3,High,general therapeutics
DOC0215,Drug_B,No,68,Other,Orthopedic,25,Urban,Yes,32,214,No,No,1,2,Zoloft,Sertraline,Pfizer,Antidepressant,15.0,4.0,0.25,High,general therapeutics
DOC0215,Drug_C,No,68,Other,Orthopedic,25,Urban,Yes,32,214,No,No,1,2,Norvasc,Amlodipine,Pfizer,Antihypertensive,8.2,5.0,0.15,Medium,general therapeutics
DOC0215,Drug_D,No,68,Other,Orthopedic,25,Urban,Yes,32,214,No,No,1,2,Wellbutrin,Bupropion,GlaxoSmithKline (GSK),Antidepressant,28.0,3.5,0.6,Medium,general therapeutics
DOC0215,Drug_E,No,68,Other,Orthopedic,25,Urban,Yes,32,214,No,No,1,2,Aleve,Naproxen,Bayer,Analgesic,4.0,3.0,0.2,High,general therapeutics
DOC0215,Drug_F,No,68,Other,Orthopedic,25,Urban,Yes,32,214,No,No,1,2,Tenormin,Atenolol,AstraZeneca,Antihypertensive,6.0,3.0,0.4,Low,general therapeutics
DOC0215,Drug_G,No,68,Other,Orthopedic,25,Urban,Yes,32,214,No,No,1,2,Cozaar,Losartan,Merck & Co.,Antihypertensive,9.5,4.0,0.2,High,general therapeutics
DOC0215,Drug_H,No,68,Other,Orthopedic,25,Urban,Yes,32,214,No,No,1,2,Catapres,Clonidine,Boehringer Ingelheim,Antihypertensive,7.0,2.5,0.5,Low,general therapeutics
DOC0215,Drug_I,No,68,Other,Orthopedic,25,Urban,Yes,32,214,No,No,1,2,Cymbalta,Duloxetine,Eli Lilly and Company,Antidepressant,19.0,4.0,0.7,High,general therapeutics
DOC0215,Drug_J,No,68,Other,Orthopedic,25,Urban,Yes,32,214,No,No,1,2,Celebrex,Celecoxib,Pfizer,Analgesic,18.5,4.0,0.25,High,general therapeutics
DOC0216,Drug_A,No,47,Other,Cardiologist,17,Rural,Yes,24,123,Yes,No,5,1,Advil,Ibuprofen,Pfizer,Analgesic,5.5,3.0,0.3,High,general therapeutics
DOC0216,Drug_B,Yes,47,Other,Cardiologist,17,Rural,Yes,24,123,Yes,No,5,1,Zoloft,Sertraline,Pfizer,Antidepressant,15.0,4.0,0.25,High,general therapeutics
DOC0216,Drug_C,Yes,47,Other,Cardiologist,17,Rural,Yes,24,123,Yes,No,5,1,Norvasc,Amlodipine,Pfizer,Antihypertensive,8.2,5.0,0.15,Medium,general therapeutics
DOC0216,Drug_D,No,47,Other,Cardiologist,17,Rural,Yes,24,123,Yes,No,5,1,Wellbutrin,Bupropion,GlaxoSmithKline (GSK),Antidepressant,28.0,3.5,0.6,Medium,general therapeutics
DOC0216,Drug_E,Yes,47,Other,Cardiologist,17,Rural,Yes,24,123,Yes,No,5,1,Aleve,Naproxen,Bayer,Analgesic,4.0,3.0,0.2,High,general therapeutics
DOC0216,Drug_F,No,47,Other,Cardiologist,17,Rural,Yes,24,123,Yes,No,5,1,Tenormin,Atenolol,AstraZeneca,Antihypertensive,6.0,3.0,0.4,Low,general therapeutics
DOC0216,Drug_G,Yes,47,Other,Cardiologist,17,Rural,Yes,24,123,Yes,No,5,1,Cozaar,Losartan,Merck & Co.,Antihypertensive,9.5,4.0,0.2,High,general therapeutics
DOC0216,Drug_H,Yes,47,Other,Cardiologist,17,Rural,Yes,24,123,Yes,No,5,1,Catapres,Clonidine,Boehringer Ingelheim,Antihypertensive,7.0,2.5,0.5,Low,general therapeutics
DOC0216,Drug_I,No,47,Other,Cardiologist,17,Rural,Yes,24,123,Yes,No,5,1,Cymbalta,Duloxetine,Eli Lilly and Company,Antidepressant,19.0,4.0,0.7,High,general therapeutics
DOC0216,Drug_J,Yes,47,Other,Cardiologist,17,Rural,Yes,24,123,Yes,No,5,1,Celebrex,Celecoxib,Pfizer,Analgesic,18.5,4.0,0.25,High,general therapeutics
DOC0217,Drug_A,No,69,Female,Cardiologist,29,Suburban,Yes,36,85,No,Yes,5,5,Advil,Ibuprofen,Pfizer,Analgesic,5.5,3.0,0.3,High,general therapeutics
DOC0217,Drug_B,Yes,69,Female,Cardiologist,29,Suburban,Yes,36,85,No,Yes,5,5,Zoloft,Sertraline,Pfizer,Antidepressant,15.0,4.0,0.25,High,general therapeutics
DOC0217,Drug_C,Yes,69,Female,Cardiologist,29,Suburban,Yes,36,85,No,Yes,5,5,Norvasc,Amlodipine,Pfizer,Antihypertensive,8.2,5.0,0.15,Medium,general therapeutics
DOC0217,Drug_D,No,69,Female,Cardiologist,29,Suburban,Yes,36,85,No,Yes,5,5,Wellbutrin,Bupropion,GlaxoSmithKline (GSK),Antidepressant,28.0,3.5,0.6,Medium,general therapeutics
DOC0217,Drug_E,Yes,69,Female,Cardiologist,29,Suburban,Yes,36,85,No,Yes,5,5,Aleve,Naproxen,Bayer,Analgesic,4.0,3.0,0.2,High,general therapeutics
DOC0217,Drug_F,No,69,Female,Cardiologist,29,Suburban,Yes,36,85,No,Yes,5,5,Tenormin,Atenolol,AstraZeneca,Antihypertensive,6.0,3.0,0.4,Low,general therapeutics
DOC0217,Drug_G,Yes,69,Female,Cardiologist,29,Suburban,Yes,36,85,No,Yes,5,5,Cozaar,Losartan,Merck & Co.,Antihypertensive,9.5,4.0,0.2,High,general therapeutics
DOC0217,Drug_H,No,69,Female,Cardiologist,29,Suburban,Yes,36,85,No,Yes,5,5,Catapres,Clonidine,Boehringer Ingelheim,Antihypertensive,7.0,2.5,0.5,Low,general therapeutics
DOC0217,Drug_I,No,69,Female,Cardiologist,29,Suburban,Yes,36,85,No,Yes,5,5,Cymbalta,Duloxetine,Eli Lilly and Company,Antidepressant,19.0,4.0,0.7,High,general therapeutics
DOC0217,Drug_J,Yes,69,Female,Cardiologist,29,Suburban,Yes,36,85,No,Yes,5,5,Celebrex,Celecoxib,Pfizer,Analgesic,18.5,4.0,0.25,High,general therapeutics
DOC0218,Drug_A,No,30,Male,Neurologist,8,Rural,Yes,20,150,No,No,4,5,Advil,Ibuprofen,Pfizer,Analgesic,5.5,3.0,0.3,High,general therapeutics
DOC0218,Drug_B,Yes,30,Male,Neurologist,8,Rural,Yes,20,150,No,No,4,5,Zoloft,Sertraline,Pfizer,Antidepressant,15.0,4.0,0.25,High,general therapeutics
DOC0218,Drug_C,Yes,30,Male,Neurologist,8,Rural,Yes,20,150,No,No,4,5,Norvasc,Amlodipine,Pfizer,Antihypertensive,8.2,5.0,0.15,Medium,general therapeutics
DOC0218,Drug_D,No,30,Male,Neurologist,8,Rural,Yes,20,150,No,No,4,5,Wellbutrin,Bupropion,GlaxoSmithKline (GSK),Antidepressant,28.0,3.5,0.6,Medium,general therapeutics
DOC0218,Drug_E,Yes,30,Male,Neurologist,8,Rural,Yes,20,150,No,No,4,5,Aleve,Naproxen,Bayer,Analgesic,4.0,3.0,0.2,High,general therapeutics
DOC0218,Drug_F,No,30,Male,Neurologist,8,Rural,Yes,20,150,No,No,4,5,Tenormin,Atenolol,AstraZeneca,Antihypertensive,6.0,3.0,0.4,Low,general therapeutics
DOC0218,Drug_G,Yes,30,Male,Neurologist,8,Rural,Yes,20,150,No,No,4,5,Cozaar,Losartan,Merck & Co.,Antihypertensive,9.5,4.0,0.2,High,general therapeutics
DOC0218,Drug_H,No,30,Male,Neurologist,8,Rural,Yes,20,150,No,No,4,5,Catapres,Clonidine,Boehringer Ingelheim,Antihypertensive,7.0,2.5,0.5,Low,general therapeutics
DOC0218,Drug_I,No,30,Male,Neurologist,8,Rural,Yes,20,150,No,No,4,5,Cymbalta,Duloxetine,Eli Lilly and Company,Antidepressant,19.0,4.0,0.7,High,general therapeutics
DOC0218,Drug_J,Yes,30,Male,Neurologist,8,Rural,Yes,20,150,No,No,4,5,Celebrex,Celecoxib,Pfizer,Analgesic,18.5,4.0,0.25,High,general therapeutics
DOC0219,Drug_A,No,40,Female,Neurologist,15,Suburban,Yes,26,269,No,No,1,5,Advil,Ibuprofen,Pfizer,Analgesic,5.5,3.0,0.3,High,general therapeutics
DOC0219,Drug_B,Yes,40,Female,Neurologist,15,Suburban,Yes,26,269,No,No,1,5,Zoloft,Sertraline,Pfizer,Antidepressant,15.0,4.0,0.25,High,general therapeutics
DOC0219,Drug_C,No,40,Female,Neurologist,15,Suburban,Yes,26,269,No,No,1,5,Norvasc,Amlodipine,Pfizer,Antihypertensive,8.2,5.0,0.15,Medium,general therapeutics
DOC0219,Drug_D,No,40,Female,Neurologist,15,Suburban,Yes,26,269,No,No,1,5,Wellbutrin,Bupropion,GlaxoSmithKline (GSK),Antidepressant,28.0,3.5,0.6,Medium,general therapeutics
DOC0219,Drug_E,No,40,Female,Neurologist,15,Suburban,Yes,26,269,No,No,1,5,Aleve,Naproxen,Bayer,Analgesic,4.0,3.0,0.2,High,general therapeutics
DOC0219,Drug_F,No,40,Female,Neurologist,15,Suburban,Yes,26,269,No,No,1,5,Tenormin,Atenolol,AstraZeneca,Antihypertensive,6.0,3.0,0.4,Low,general therapeutics
DOC0219,Drug_G,No,40,Female,Neurologist,15,Suburban,Yes,26,269,No,No,1,5,Cozaar,Losartan,Merck & Co.,Antihypertensive,9.5,4.0,0.2,High,general therapeutics
DOC0219,Drug_H,No,40,Female,Neurologist,15,Suburban,Yes,26,269,No,No,1,5,Catapres,Clonidine,Boehringer Ingelheim,Antihypertensive,7.0,2.5,0.5,Low,general therapeutics
DOC0219,Drug_I,No,40,Female,Neurologist,15,Suburban,Yes,26,269,No,No,1,5,Cymbalta,Duloxetine,Eli Lilly and Company,Antidepressant,19.0,4.0,0.7,High,general therapeutics
DOC0219,Drug_J,No,40,Female,Neurologist,15,Suburban,Yes,26,269,No,No,1,5,Celebrex,Celecoxib,Pfizer,Analgesic,18.5,4.0,0.25,High,general therapeutics
